corp_code,corp_name,ticker,market,is_listed,bizr_no,jurir_no,corp_cls,extracted_at
00100258,에스마크,030270,,False,3038103040,1511110001366,E,2026-03-14
00100601,강원에너지,114190,KOSDAQ,True,1248146960,1101110191398,K,2026-03-14
00100717,아이이,023430,,False,2148104910,1101110370439,E,2026-03-14
00100939,강남제비스코,000860,KOSPI,True,6058103330,1801110003391,Y,2026-03-14
00100957,건영,012720,,False,1148100481,1101110221202,E,2026-03-14
00101044,에이프로젠바이오로직스,003060,KOSPI,True,2188100518,1101110036396,Y,2026-03-14
00101220,KG케미칼,001390,KOSPI,True,1308109693,1243110008999,Y,2026-03-14
00101257,경남기업,000800,,False,1168105522,1101110008262,E,2026-03-14
00101275,경남모직,001670,,False,6088107505,1901110004107,E,2026-03-14
00101336,경남에너지,008020,,False,6098111676,1901110001509,E,2026-03-14
00101433,경농,002100,KOSPI,True,2148108779,1101110089395,Y,2026-03-14
00101442,카라반케이디이,032570,,False,2128118913,1101110533657,E,2026-03-14
00101488,경동나비엔,009450,KOSPI,True,1258101234,1347110001159,Y,2026-03-14
00101549,경동제약,011040,KOSDAQ,True,1248135518,1201110003765,K,2026-03-14
00101628,경방,000050,KOSPI,True,1078105232,1101110013287,Y,2026-03-14
00101637,그로웰전자,009220,,False,2048125164,1101110151821,E,2026-03-14
00101664,경보제약,214390,KOSPI,True,3128104567,1648110001961,Y,2026-03-14
00101752,케이씨피드,025880,KOSDAQ,True,5058100799,1747110000187,K,2026-03-14
00101947,브이오산업,018890,,False,1348103745,1301110011328,E,2026-03-14
00101992,센추리,006750,,False,1308100222,1243110000953,E,2026-03-14
00102113,경인양행,012610,KOSPI,True,1378100562,1201110005703,Y,2026-03-14
00102140,경인전자,009140,KOSPI,True,1198102373,1101110150229,Y,2026-03-14
00102353,경창산업,024910,KOSDAQ,True,5038104241,1701110007733,K,2026-03-14
00102432,계룡건설산업,013580,KOSPI,True,3148107954,1601110003121,Y,2026-03-14
00102618,계양전기,012200,KOSPI,True,1048134422,1101110212889,Y,2026-03-14
00102645,글로스텍,012410,,False,1228107883,1201110005290,E,2026-03-14
00102681,고려개발,004200,,False,1068144682,1101110052037,E,2026-03-14
00102751,고려산업,002140,KOSPI,True,6048100024,1801110001494,Y,2026-03-14
00102760,두산건설,011160,,False,1028131754,1101110194277,E,2026-03-14
00102821,고려시멘트,003660,,False,4098101637,2059110000078,E,2026-03-14
00102858,고려아연,010130,KOSPI,True,2118111260,1101110168404,Y,2026-03-14
00103006,고려제강,002240,KOSPI,True,6178100049,1801110001220,Y,2026-03-14
00103015,고려제약,014570,KOSDAQ,True,1268104796,1344110001840,K,2026-03-14
00103042,케이씨티시,009070,KOSPI,True,2018110323,1101110149446,Y,2026-03-14
00103121,세븐코스프,017160,,False,1398101572,1201110018996,E,2026-03-14
00103130,플레이그램,009810,KOSPI,True,1068130984,1101110286412,Y,2026-03-14
00103176,흥국화재,000540,KOSPI,True,1028107837,1101110016728,Y,2026-03-14
00103325,고제,002540,,False,2168100429,1101110036990,E,2026-03-14
00103510,인지컨트롤스,023800,KOSPI,True,1338122303,1301110006296,Y,2026-03-14
00103547,우진비앤지,018620,KOSDAQ,True,1248114283,1243110014409,K,2026-03-14
00103583,광덕물산,003590,,False,2028137757,1101110044729,E,2026-03-14
00103592,광동제약,009290,KOSPI,True,1138108888,1101110152134,Y,2026-03-14
00103626,한솔피엔에스,010420,,False,1208159861,1101110175970,E,2026-03-14
00103635,광림,014200,,False,3018108302,1201110009268,E,2026-03-14
00103644,비츠로테크,042370,KOSDAQ,True,1348108395,1101110086169,K,2026-03-14
00103662,광명전기,017040,KOSPI,True,1348104007,1301110006270,Y,2026-03-14
00104102,우리종합금융,010050,,False,4088100426,2001110000954,E,2026-03-14
00104120,광진실업,026910,KOSDAQ,True,6038108305,1801110025882,K,2026-03-14
00104388,국도화학,007690,KOSPI,True,1198104497,1101110126642,Y,2026-03-14
00104467,국민은행,031150,,False,1018168693,1101110545553,E,2026-03-14
00104519,국보,001140,,False,1048124870,1101110296073,E,2026-03-14
00104537,국영지앤엠,006050,KOSDAQ,True,2078141843,1101110103707,K,2026-03-14
00104573,국일제지,078130,KOSDAQ,True,1358101449,1345110001377,K,2026-03-14
00104698,LS네트웍스,000680,KOSPI,True,6228104805,1801110044717,Y,2026-03-14
00104704,한국저축은행,025610,,False,2018113602,1101110338693,E,2026-03-14
00104722,국제약품,002720,KOSPI,True,2078100309,1101110032154,Y,2026-03-14
00104768,가온전선,000500,KOSPI,True,1238100049,1341110000567,Y,2026-03-14
00104786,미래아이앤지,007120,KOSPI,True,1148110728,1101110100951,Y,2026-03-14
00104810,소노스퀘어,007720,KOSDAQ,True,6048115788,1801110068668,K,2026-03-14
00104856,삼성증권,016360,KOSPI,True,2028148588,1101110335649,Y,2026-03-14
00104892,알이네트웍스,023670,,False,1228117794,1201110045759,E,2026-03-14
00104971,그린손해보험,000470,,False,1048104122,1101110007082,E,2026-03-14
00104999,윌비스,008600,KOSPI,True,1208114772,1101110172447,Y,2026-03-14
00105040,뉴인텍,012340,KOSDAQ,True,1308102119,1243110003006,K,2026-03-14
00105101,INVENI,015360,KOSPI,True,2188106851,1101110290778,Y,2026-03-14
00105138,파라텍,033540,KOSDAQ,True,1308100241,1243110000573,K,2026-03-14
00105156,극동유화,014530,KOSPI,True,6218100510,1845110001335,Y,2026-03-14
00105165,극동전선,006250,,False,3018111393,1152110000609,E,2026-03-14
00105183,극동제혁,010200,,False,1348107381,1152110002548,E,2026-03-14
00105244,알보젠코리아,002250,,False,2158121950,1101110033673,E,2026-03-14
00105271,케이씨씨,002380,KOSPI,True,2148170045,1101110221814,Y,2026-03-14
00105280,현대지에프홀딩스,005440,KOSPI,True,2118108241,1101110095201,Y,2026-03-14
00105299,금강공업,014280,KOSPI,True,6038115882,1801110034320,Y,2026-03-14
00105466,KCC건설,021320,KOSDAQ,True,2148169965,1101110607618,K,2026-03-14
00105475,금강철강,053260,KOSDAQ,True,2028109038,1101110207799,K,2026-03-14
00105509,금강화섬,010730,,False,2018146802,1101110183006,E,2026-03-14
00105606,금호에이치티,214330,KOSPI,True,4098107801,2059110000169,Y,2026-03-14
00105767,LG마이크론,016990,,False,5138101770,1753110001075,E,2026-03-14
00105855,엘에스일렉트릭,010120,KOSPI,True,1168119273,1101110520076,Y,2026-03-14
00105873,LG디스플레이,034220,KOSPI,True,1208155297,1101110393134,Y,2026-03-14
00105952,LS,006260,KOSPI,True,1168119007,1101110003965,Y,2026-03-14
00105961,LG이노텍,011070,KOSPI,True,1058174316,1101110192180,Y,2026-03-14
00106119,금양,001570,KOSPI,True,6068104711,1801110003101,Y,2026-03-14
00106313,금호건설,002990,KOSPI,True,1048131309,1101110134877,Y,2026-03-14
00106368,금호석유화학,011780,KOSPI,True,1028131147,1101110205975,Y,2026-03-14
00106395,금호전기,001210,KOSPI,True,1058100527,1101110028541,Y,2026-03-14
00106456,지앤엘,014590,,False,2078141902,1101110353659,E,2026-03-14
00106483,기라정보통신,019930,,False,1248124331,1201110040494,E,2026-03-14
00106492,렉스엘이앤지,004790,,False,1198102368,1101110071756,E,2026-03-14
00106508,기린,006070,,False,6188100019,1801110061935,E,2026-03-14
00106614,기신정기,092440,KOSPI,True,1398116717,1201110046476,Y,2026-03-14
00106623,현대위아,011210,KOSPI,True,6098101770,1942110000125,Y,2026-03-14
00106641,기아,000270,KOSPI,True,1198102316,1101110037998,Y,2026-03-14
00106650,카스코,005330,,False,6098106829,1942110002593,E,2026-03-14
00106669,세아베스틸지주,001430,KOSPI,True,1138106798,1101110035794,Y,2026-03-14
00106881,인디에프,014990,KOSPI,True,1208117274,1101110279996,Y,2026-03-14
00107066,남광토건,001260,KOSPI,True,1208101995,1101110017411,Y,2026-03-14
00107224,남선알미늄,008350,KOSPI,True,5028100107,1701110005042,Y,2026-03-14
00107303,피엔에스커튼월,033220,,False,6098106187,1942110001438,E,2026-03-14
00107358,일공공일안경콘택트,032030,,False,6228106249,1801110057182,E,2026-03-14
00107446,남양,003020,,False,6018107843,1801110006569,E,2026-03-14
00107598,남양유업,003920,KOSPI,True,2028104367,1101110092976,Y,2026-03-14
00107613,이수페타시스,007660,KOSPI,True,5148116131,1101110186638,Y,2026-03-14
00107677,비비안,002070,KOSPI,True,1078111092,1101110030934,Y,2026-03-14
00107923,남한제지,001950,,False,2088118156,1101110027303,E,2026-03-14
00107987,남해화학,025860,KOSPI,True,2018145104,1101110164717,Y,2026-03-14
00108001,남화토건,091590,KOSDAQ,True,4088108184,2001110002843,K,2026-03-14
00108038,엔피씨,004250,KOSPI,True,1348126904,1101110212699,Y,2026-03-14
00108047,세원화성,007910,,False,3068103262,1601110004179,E,2026-03-14
00108065,에코바이브,015540,,False,1188103215,1101110302565,E,2026-03-14
00108135,녹십자홀딩스,005250,KOSPI,True,1358105009,1345110000014,Y,2026-03-14
00108241,농심,004370,KOSPI,True,1188103914,1101110057574,Y,2026-03-14
00108490,엔피케이,048830,KOSDAQ,True,2118138347,1101110522311,K,2026-03-14
00108612,DS단석,017860,KOSPI,True,1338122642,1341110010839,Y,2026-03-14
00108649,TPC,048770,KOSDAQ,True,1098114912,1101110245575,K,2026-03-14
00108746,DKME,015590,KOSPI,True,6108102779,1812110002275,Y,2026-03-14
00108913,대교,019680,KOSPI,True,1128141114,1101110514029,Y,2026-03-14
00108940,대성홀딩스,016710,KOSPI,True,5038106405,1701110017237,Y,2026-03-14
00108977,대구백화점,006370,KOSPI,True,5018100026,1701110003814,Y,2026-03-14
00109019,아이엠뱅크,005270,,False,5028107740,1701110000141,E,2026-03-14
00109037,대성창투,027830,KOSDAQ,True,5038114448,1701110031881,K,2026-03-14
00109161,태경케미컬,006890,KOSPI,True,2208110227,1101110040793,Y,2026-03-14
00109170,대덕GDS,004130,,False,1348103503,1301110007640,E,2026-03-14
00109189,대덕,008060,KOSPI,True,1348106363,1301110007608,Y,2026-03-14
00109268,대동스틸,048470,KOSDAQ,True,1168135991,1101110150691,K,2026-03-14
00109286,대동,000490,KOSPI,True,5148106690,1911110000104,Y,2026-03-14
00109310,대동기어,008830,KOSDAQ,True,6198103305,1911110000758,K,2026-03-14
00109453,케이조선,067250,,False,1208168604,1801110002814,E,2026-03-14
00109514,티웨이홀딩스,004870,KOSPI,True,2078100110,1101110073413,Y,2026-03-14
00109587,대륙제관,004780,KOSDAQ,True,2208104875,1101110073877,K,2026-03-14
00109648,오라바이오틱스,016160,,False,1198103858,1101110322381,E,2026-03-14
00109693,DL,000210,KOSPI,True,1168135007,1101110084915,Y,2026-03-14
00109718,사조대림,003960,KOSPI,True,1148134190,1101110042278,Y,2026-03-14
00109754,대림바스,005750,KOSPI,True,6098100261,1942110000018,Y,2026-03-14
00109781,대림제지,017650,KOSDAQ,True,1248132409,1348110003020,K,2026-03-14
00109806,삼일씨엔에스,004440,KOSPI,True,1028137869,1101110061228,Y,2026-03-14
00109824,대림통상,006570,KOSPI,True,1028101153,1101110021678,Y,2026-03-14
00110051,에스케이머티리얼즈,036490,,False,5128101234,1901110006971,E,2026-03-14
00110060,대백저축은행,026970,,False,5018100711,1701110004044,E,2026-03-14
00110079,대백쇼핑,027700,,False,5068104065,1746110004876,E,2026-03-14
00110176,한국기술산업,008320,,False,1348104123,1301110006949,E,2026-03-14
00110307,대선조선,031990,,False,6018107936,1801110001361,E,2026-03-14
00110431,JW신약,067290,KOSDAQ,True,3128102332,1615110001291,K,2026-03-14
00110495,대성합동지주,005620,,False,1018100205,1101110090780,E,2026-03-14
00110547,링세오코리아,003050,,False,1278100963,1115110000798,E,2026-03-14
00110583,DH오토웨어,025440,KOSDAQ,True,1198102446,1101110254344,K,2026-03-14
00110608,DSR,155660,KOSPI,True,6178100224,1801110000777,Y,2026-03-14
00110750,플루토스,019570,KOSDAQ,True,1168116053,1101110511588,K,2026-03-14
00110875,대신정보통신,020180,KOSDAQ,True,4088118945,1101110542484,K,2026-03-14
00110884,엠젠솔루션,032790,KOSDAQ,True,5138100034,1753110000126,K,2026-03-14
00110893,대신증권,003540,KOSPI,True,1168109076,1101110042955,Y,2026-03-14
00110963,대아건설,000380,,False,3078109556,1601110001844,E,2026-03-14
00110981,대아리드선,009940,,False,2158103229,1101110165757,E,2026-03-14
00111014,애큐온저축은행,007640,,False,2118138105,1101110126014,E,2026-03-14
00111111,대양금속,009190,KOSPI,True,1348132459,1201110002212,Y,2026-03-14
00111193,대양전기공업,108380,KOSDAQ,True,6038109788,1801110081389,K,2026-03-14
00111218,KD,044180,KOSDAQ,True,1398104128,1201110012914,K,2026-03-14
00111227,대양제지공업,006580,,False,1238100184,1341110000400,E,2026-03-14
00111421,휴니드테크놀러지스,005870,KOSPI,True,1238106174,1341110005202,Y,2026-03-14
00111458,대영포장,014160,KOSPI,True,1348101183,1101110254104,Y,2026-03-14
00111591,인터피온반도체,014010,,False,1278102976,1115110001788,E,2026-03-14
00111689,아진전자부품,009320,KOSPI,True,1238100262,1341110000822,Y,2026-03-14
00111704,한화오션,042660,KOSPI,True,1048157667,1101112095837,Y,2026-03-14
00111722,미래에셋증권,006800,KOSPI,True,1168105556,1101110011679,Y,2026-03-14
00111810,대웅,003090,KOSPI,True,1298100178,1311110000271,Y,2026-03-14
00111829,대웅바이오,016890,,False,1248137175,1311120004827,E,2026-03-14
00111838,대원,007680,KOSDAQ,True,3158101104,1501110003058,K,2026-03-14
00111847,대원강업,000430,KOSPI,True,1048115560,1101110015556,Y,2026-03-14
00111865,미래SCI,028040,,False,6208101495,1812110003835,E,2026-03-14
00111874,대원산업,005710,KOSDAQ,True,1348104254,1301110007533,K,2026-03-14
00111999,대원제약,003220,KOSPI,True,2078136336,1101110103955,Y,2026-03-14
00112004,알바이오,003190,,False,1028130395,1101110006448,E,2026-03-14
00112022,대원화성,024890,KOSPI,True,2048136263,1101110165393,Y,2026-03-14
00112059,상상인증권,001290,KOSPI,True,1168114318,1101110031560,Y,2026-03-14
00112068,마이크로닉스,001190,,False,3018120252,1901110000155,E,2026-03-14
00112165,디아이씨,092200,KOSPI,True,6208110295,1801110025147,Y,2026-03-14
00112332,미래에셋생명,085620,KOSPI,True,3058108605,1601110014483,Y,2026-03-14
00112378,KR모터스,000040,KOSPI,True,3058100020,1601110007032,Y,2026-03-14
00112457,대주산업,003310,KOSDAQ,True,2078139347,1101110036148,K,2026-03-14
00112651,대창,012800,KOSPI,True,1338123689,1301110007137,Y,2026-03-14
00112679,대창단조,015230,KOSPI,True,6068130107,1801110039396,Y,2026-03-14
00112721,대창스틸,140520,KOSDAQ,True,1398100044,1101110276116,K,2026-03-14
00112819,데코앤에프,017680,,False,1208139036,1101110409858,E,2026-03-14
00112907,코원에너지서비스,026870,,False,1208114525,1101110235617,E,2026-03-14
00112970,대한방직,001070,KOSPI,True,1168133353,1101110019350,Y,2026-03-14
00112998,서울보증보험,031210,KOSPI,True,1208113002,1101110099774,Y,2026-03-14
00113058,한화생명,088350,KOSPI,True,1168111757,1101110003204,Y,2026-03-14
00113128,대한약품,023910,KOSDAQ,True,1078134737,1101110080484,K,2026-03-14
00113173,대한은박지,007480,,False,1358105315,1345110000973,E,2026-03-14
00113191,코리안리,003690,KOSPI,True,1028116957,1101110226533,Y,2026-03-14
00113207,대한전선,001440,KOSPI,True,1198110062,1101110035835,Y,2026-03-14
00113225,대한제강,084010,KOSPI,True,6038113259,1801110003268,Y,2026-03-14
00113234,대한제당,001790,KOSPI,True,1218107309,1201110018368,Y,2026-03-14
00113243,대한제분,001130,KOSPI,True,1048104345,1101110003733,Y,2026-03-14
00113261,대한광통신,010170,KOSDAQ,True,1238103459,1341110003545,K,2026-03-14
00113359,교보증권,030610,KOSPI,True,1168104407,1101110018089,Y,2026-03-14
00113410,CJ대한통운,000120,KOSPI,True,1108105034,1101110006167,Y,2026-03-14
00113492,깨끗한나라,004540,KOSPI,True,2018112618,1101110063779,Y,2026-03-14
00113508,노루홀딩스,000320,KOSPI,True,1238102601,1341110002878,Y,2026-03-14
00113526,대한항공,003490,KOSPI,True,1108114794,1101110108484,Y,2026-03-14
00113535,대한해운,005880,KOSPI,True,1018124624,1101110008212,Y,2026-03-14
00113544,대한화섬,003830,KOSPI,True,2038143612,1101110012437,Y,2026-03-14
00113562,롯데손해보험,000400,KOSPI,True,1048130770,1101110014459,Y,2026-03-14
00113614,대현,016090,KOSPI,True,2118119302,1101110319320,Y,2026-03-14
00113632,아이디에이치,026230,,False,5038126089,1701110039009,E,2026-03-14
00113696,대호,001980,,False,2148101500,1101110006670,E,2026-03-14
00113997,롯데에너지머티리얼즈,020150,KOSPI,True,4038103729,2149110003625,Y,2026-03-14
00114093,덕성,004830,KOSPI,True,1238100243,1341110000096,Y,2026-03-14
00114154,디와이덕양,024900,KOSPI,True,6208101234,1812110000922,Y,2026-03-14
00114215,알덱스,025970,,False,1208131975,1101110369664,E,2026-03-14
00114303,엘지데이콤,015940,,False,1068106499,1101110315948,E,2026-03-14
00114321,데코,013650,,False,2148107256,1101110242985,E,2026-03-14
00114552,도화엔지니어링,002150,KOSPI,True,2118108009,1101110037740,Y,2026-03-14
00114686,동구바이오제약,006620,KOSDAQ,True,1138103336,1101110352156,K,2026-03-14
00114765,케이비아이동국실업,001620,KOSPI,True,1068112972,1101110028939,Y,2026-03-14
00114792,동국홀딩스,001230,KOSPI,True,2028105158,1101110031338,Y,2026-03-14
00114808,동국제약,086450,KOSDAQ,True,1208122608,1101110094477,K,2026-03-14
00114826,제일창업투자,026540,,False,5018111538,1701110044834,E,2026-03-14
00115038,하나IB증권,003330,,False,1168103029,1101110038673,E,2026-03-14
00115065,동남합성,023450,KOSPI,True,1228117945,1101110057012,Y,2026-03-14
00115287,동방,004140,KOSPI,True,1058169429,1101110124521,Y,2026-03-14
00115384,동방아그로,007590,KOSPI,True,1128130484,1101110124969,Y,2026-03-14
00115427,신동방CP,004660,,False,1078134789,1101110068555,E,2026-03-14
00115472,미주제강,002670,,False,1318108590,1201110000711,E,2026-03-14
00115612,동부건설,005960,KOSPI,True,2018145685,1101110005002,Y,2026-03-14
00115676,KG스틸,016380,KOSPI,True,1208142676,1101110393308,Y,2026-03-14
00115694,DB증권,016610,KOSPI,True,1168159557,1101110339956,Y,2026-03-14
00115852,두산건설,002950,,False,2118134851,1101110003444,E,2026-03-14
00115931,디오,039840,KOSDAQ,True,6218101561,1845110003290,K,2026-03-14
00115977,아이에스동서,010780,KOSPI,True,2118631577,1101110208383,Y,2026-03-14
00116073,그린기술투자,025340,,False,3058111041,1601110020406,E,2026-03-14
00116268,동성제약,002210,KOSPI,True,2118125288,1101110008200,Y,2026-03-14
00116301,NI스틸,008260,KOSPI,True,2148171272,1101110137491,Y,2026-03-14
00116356,동성화학,005190,,False,6038107586,1801110007690,E,2026-03-14
00116408,동신건설,025950,KOSDAQ,True,5088102200,1748110000820,K,2026-03-14
00116426,이렘,009730,KOSDAQ,True,2068134034,1101110162191,K,2026-03-14
00116499,동신제약,006600,,False,1208116334,1101110166250,E,2026-03-14
00116806,하스코,012760,,False,1358102394,1345110002135,E,2026-03-14
00116824,동아쏘시오홀딩스,000640,KOSPI,True,2048100130,1101110017990,Y,2026-03-14
00116860,NH농협증권,016420,,False,2028148365,1101110337041,E,2026-03-14
00116949,DN오토모티브,007340,KOSPI,True,6218101580,1845110000642,Y,2026-03-14
00117027,알루코,001780,KOSPI,True,3068101212,1601110002313,Y,2026-03-14
00117072,동양건설산업,005900,,False,1388108534,1101110004038,E,2026-03-14
00117179,디와이,013570,KOSPI,True,1398104152,1942110000472,Y,2026-03-14
00117188,효성,004800,KOSPI,True,1058159519,1101110030497,Y,2026-03-14
00117212,두산,000150,KOSPI,True,1078100237,1101110013774,Y,2026-03-14
00117230,TYM,002900,KOSPI,True,1068128552,1101110032899,Y,2026-03-14
00117258,한화갤러리아타임월드,027390,,False,3058102955,1601110003410,E,2026-03-14
00117267,동양생명,082640,KOSPI,True,2028138251,1101110624688,Y,2026-03-14
00117276,네이처셀,007390,KOSDAQ,True,1308105606,1243110005721,K,2026-03-14
00117300,TCC스틸,002710,KOSPI,True,1078113810,1101110032112,Y,2026-03-14
00117337,동양,001520,KOSPI,True,1168134352,1101110005333,Y,2026-03-14
00117382,디와이홀딩스,004510,,False,1308101352,1243110001795,E,2026-03-14
00117498,스틱인베스트먼트,026890,KOSPI,True,1348107979,1243110008204,Y,2026-03-14
00117577,오리온홀딩스,001800,KOSPI,True,1068104036,1101110004690,Y,2026-03-14
00117601,유안타증권,003470,KOSPI,True,1168134293,1101110042492,Y,2026-03-14
00117629,KBI동양철관,008970,KOSPI,True,1228100857,1201110002056,Y,2026-03-14
00117638,동양텔레콤,007150,,False,1098102376,1101110109763,E,2026-03-14
00117708,리드코프,012700,KOSDAQ,True,2138103413,1101110219398,K,2026-03-14
00117726,DYP,092780,KOSPI,True,1348101198,1243110003379,Y,2026-03-14
00117744,메리츠화재해상보험,000060,,False,1168103752,1101110013328,E,2026-03-14
00117966,동원개발,013120,KOSDAQ,True,6048119275,1801110029438,K,2026-03-14
00118008,동원금속,018500,KOSPI,True,5038106778,1701110021816,Y,2026-03-14
00118026,동원산업,006040,KOSPI,True,2298111150,1101110003098,Y,2026-03-14
00118044,동원수산,030720,KOSPI,True,2208109792,1101110046204,Y,2026-03-14
00118266,DRB동일,004840,KOSPI,True,6218101635,1801110000339,Y,2026-03-14
00118275,디아이,003160,KOSPI,True,2118124974,1101110039209,Y,2026-03-14
00118284,동일금속,109860,KOSDAQ,True,5058124020,1701110020397,K,2026-03-14
00118345,디아이동일,001530,KOSPI,True,1208114879,1101110019219,Y,2026-03-14
00118451,동일제강,002690,KOSPI,True,1138107346,1101110032005,Y,2026-03-14
00118460,태림페이퍼,019300,,False,1348105796,1301110026236,E,2026-03-14
00118521,진원생명과학,011000,KOSPI,True,1208114898,1101110191562,Y,2026-03-14
00118804,동진쎄미켐,005290,KOSDAQ,True,1378107814,1201110003848,K,2026-03-14
00118965,티에이치엔,019180,KOSPI,True,5038119351,1701110022781,Y,2026-03-14
00119007,무림P&P,009580,KOSPI,True,6108102842,1812110002548,Y,2026-03-14
00119140,핸즈코퍼레이션,143210,KOSPI,True,1378103633,1201110000323,Y,2026-03-14
00119195,동화약품,000020,KOSPI,True,1108100102,1101110043870,Y,2026-03-14
00119362,아이인프라,008780,,False,5138100131,1753110000093,E,2026-03-14
00119423,두림티앤씨,033330,,False,1348107867,1101110376750,E,2026-03-14
00119672,두올,016740,KOSPI,True,2208123514,1101110343957,Y,2026-03-14
00119733,엔토리노,032590,,False,1268101294,1344110000347,E,2026-03-14
00120021,LG,003550,KOSPI,True,1168118750,1101110003543,Y,2026-03-14
00120030,GS건설,006360,KOSPI,True,1048118121,1101110002694,Y,2026-03-14
00120076,LX인터내셔널,001120,KOSPI,True,1168118686,1101110004632,Y,2026-03-14
00120100,LG석유화학,012990,,False,1168118779,1101110226905,E,2026-03-14
00120182,NH투자증권,005940,KOSPI,True,1168103693,1101110098130,Y,2026-03-14
00120216,KB손해보험,002550,,False,2028148370,1101110017859,E,2026-03-14
00120289,제이에스티나,026040,KOSDAQ,True,2158103705,1101110569074,K,2026-03-14
00120377,로케트전기,000420,,False,4098100055,2001110002819,E,2026-03-14
00120508,롯데푸드,002270,,False,1078111210,1101110033722,E,2026-03-14
00120526,롯데쇼핑,023530,KOSPI,True,1048126067,1101110000086,Y,2026-03-14
00120562,롯데지주,004990,KOSPI,True,1078134848,1101110076300,Y,2026-03-14
00120571,롯데칠성음료,005300,KOSPI,True,2148107770,1101110003684,Y,2026-03-14
00120872,만호제강,001080,KOSPI,True,6068108662,1801110054659,Y,2026-03-14
00120906,에스아이리소스,065420,KOSDAQ,True,5038108816,1701110031873,K,2026-03-14
00120924,매일홀딩스,005990,KOSDAQ,True,2038143193,1101110099609,K,2026-03-14
00120960,맥슨텔레콤,009890,,False,3158100589,1501110001127,E,2026-03-14
00121039,명문제약,017180,KOSPI,True,1248135615,1341110013180,Y,2026-03-14
00121154,엠에스씨,009780,KOSDAQ,True,6218109054,1845110000147,K,2026-03-14
00121251,네오퍼플,028090,,False,1018118350,1101110072572,E,2026-03-14
00121288,모나미,005360,KOSPI,True,1208108227,1101110005052,Y,2026-03-14
00121507,무림SP,001810,KOSDAQ,True,2118163282,1701110001082,K,2026-03-14
00121534,MH에탄올,023150,KOSPI,True,6088103800,1901110003563,Y,2026-03-14
00121543,무학,033920,KOSPI,True,6088107131,1901110002721,Y,2026-03-14
00121570,문배철강,008420,KOSPI,True,1168100532,1101110139190,Y,2026-03-14
00121686,엠케이전자,033160,KOSDAQ,True,1358106406,1345110004412,K,2026-03-14
00121729,롯데미도파,004010,,False,2018102745,1101110045983,E,2026-03-14
00121932,미원상사,002840,KOSPI,True,1348102843,1301110007707,Y,2026-03-14
00121941,대상,001680,KOSPI,True,1098114886,1101110327125,Y,2026-03-14
00121969,에쓰씨엔지니어링,023960,KOSPI,True,1168107777,1101110271497,Y,2026-03-14
00122056,미창석유공업,003650,KOSPI,True,6018108046,1801110000537,Y,2026-03-14
00122205,바른손,018700,KOSDAQ,True,1148165451,1101110413990,K,2026-03-14
00122339,이매진아시아,036260,,False,1298104567,1311110004603,E,2026-03-14
00122348,방림,003610,KOSPI,True,1078111490,1101110035108,Y,2026-03-14
00122436,배명금속,011800,,False,1348107339,1201110004672,E,2026-03-14
00122472,PKC,001340,KOSPI,True,1138101094,1101110003709,Y,2026-03-14
00122481,태경비케이,014580,KOSPI,True,1098127101,1101110301111,Y,2026-03-14
00122551,백산,035150,KOSPI,True,1338123001,1147110003729,Y,2026-03-14
00122579,BYC,001460,KOSPI,True,1188103063,1101110005995,Y,2026-03-14
00122694,범양건영,002410,KOSPI,True,3128109655,1101110015861,Y,2026-03-14
00122728,범양사,002480,,False,1068151034,1101110016091,E,2026-03-14
00122737,팬오션,028670,KOSPI,True,1048119101,1101110004286,Y,2026-03-14
00122825,인스코비,006490,KOSPI,True,1198103654,1101110018592,Y,2026-03-14
00122898,벽산,007210,KOSPI,True,2038143780,1101110113384,Y,2026-03-14
00122922,벽산건설,002530,,False,1168125566,1101110016827,E,2026-03-14
00123107,보락,002760,KOSPI,True,1248134203,1348110004474,Y,2026-03-14
00123143,보령,003850,KOSPI,True,2088100281,1101110012560,Y,2026-03-14
00123152,보루네오가구,004740,,False,1398100705,1201110004599,E,2026-03-14
00123514,보진재,030950,,False,1078113635,1101110005432,E,2026-03-14
00123523,창해에탄올,004650,KOSDAQ,True,4168100072,2013110000107,K,2026-03-14
00123541,보해양조,000890,KOSPI,True,4118100209,2011110000036,Y,2026-03-14
00123648,심팩인더스트리,005350,,False,1378101877,1201110012451,E,2026-03-14
00123718,부광약품,003000,KOSPI,True,1188100450,1101110030405,Y,2026-03-14
00123772,부국증권,001270,KOSPI,True,1168108723,1101110031510,Y,2026-03-14
00123781,부국철강,026940,KOSPI,True,4108105725,2001110001407,Y,2026-03-14
00123967,부산도시가스,015350,,False,6178101562,1801110039495,E,2026-03-14
00124018,부산방직공업,025270,,False,6058103397,1801110061943,E,2026-03-14
00124027,부산산업,011390,KOSPI,True,6068156897,1101110522618,Y,2026-03-14
00124054,부산저축은행,007830,,False,6048104675,1801110005701,E,2026-03-14
00124090,한국특강,007280,KOSPI,True,6068101728,1801110015362,Y,2026-03-14
00124106,부산은행,005280,,False,6048104753,1801110002997,E,2026-03-14
00124151,부산주공,005030,KOSPI,True,6068101596,1801110002682,Y,2026-03-14
00124197,세아제강지주,003030,KOSPI,True,1068160926,1101110118996,Y,2026-03-14
00124276,부스타,008470,KOSDAQ,True,1308102064,1243110002628,K,2026-03-14
00124504,포스코인터내셔널,047050,KOSPI,True,1048158195,1101112137358,Y,2026-03-14
