corp_code,corp_name,ticker,market,is_listed,bizr_no,jurir_no,corp_cls,extracted_at
00291231,우전,052270,,False,2208147665,1101111459969,E,2026-03-14
00291860,조광아이엘아이,044060,,False,6038121370,1801110157643,E,2026-03-14
00292434,인트론바이오,048530,KOSDAQ,True,2158174710,1101111636004,K,2026-03-14
00293886,위닉스,044340,KOSDAQ,True,1338122434,1301110026260,K,2026-03-14
00294371,한텔,041940,,False,2298124067,1101111334963,E,2026-03-14
00295370,제이앤케이인더스트리,039230,,False,1198121292,1101111284259,E,2026-03-14
00295547,디지아이,043360,KOSDAQ,True,1278118162,1115110015359,K,2026-03-14
00295857,코다코,046070,KOSDAQ,True,1398131377,1201110147422,K,2026-03-14
00295875,더존디지털웨어,045380,,False,1118125348,1101111219298,E,2026-03-14
00296005,우리로,046970,KOSDAQ,True,4108148141,2001110093313,K,2026-03-14
00296069,세라온홀딩스,050600,,False,1388117799,1341110062210,E,2026-03-14
00296078,APS,054620,KOSDAQ,True,2298122962,1101111315286,K,2026-03-14
